step,loss
1,0.11047375202178955
2,0.25043439865112305
3,0.45709240436553955
4,0.09443444013595581
5,0.25539377331733704
6,0.10487449169158936
7,0.1634826809167862
8,0.1618303656578064
9,0.2846422791481018
10,0.05346527695655823
11,0.027370799332857132
12,0.012948868796229362
13,0.1501401960849762
14,0.02875557541847229
15,0.02481706626713276
16,0.004335477016866207
17,0.21987459063529968
18,0.05229076370596886
19,0.10834375768899918
20,0.24541538953781128
21,0.1908073127269745
22,0.434329628944397
23,0.024982493370771408
24,0.05714994668960571
25,0.3858378529548645
26,0.05934043973684311
27,0.3172197937965393
28,0.2444915473461151
29,0.20770499110221863
30,0.07318893074989319
31,0.11988718807697296
32,0.1822945773601532
33,0.024846594780683517
34,0.040476128458976746
35,0.12406755983829498
36,0.4327932596206665
37,0.19424371421337128
38,0.039707839488983154
39,0.022434847429394722
40,0.1181710809469223
41,0.3033270835876465
42,0.08377499133348465
43,0.016973158344626427
44,0.2527688443660736
45,0.14707592129707336
46,0.031327083706855774
47,0.1979699432849884
48,0.11715948581695557
49,0.16153058409690857
50,0.1400037407875061
51,0.04845346137881279
52,0.01102446112781763
53,0.1082167997956276
54,0.060078490525484085
55,0.06928123533725739
56,0.12352505326271057
57,0.047768935561180115
58,0.01230582408607006
59,0.1285407543182373
60,0.13365516066551208
61,0.029528263956308365
62,0.0866638571023941
63,0.06295478343963623
64,0.028674988076090813
65,0.02345491759479046
66,0.05680031329393387
67,0.03270571678876877
68,0.04419884458184242
69,0.07536046206951141
70,0.12810826301574707
71,0.2736358046531677
72,0.0684710368514061
73,0.14139887690544128
74,0.13379241526126862
75,0.188574880361557
76,0.052734460681676865
77,0.005423421505838633
78,0.09905268251895905
79,0.03938904404640198
80,0.01766028255224228
81,0.2552228569984436
82,0.2363789677619934
83,0.14758852124214172
84,0.21732455492019653
85,0.11108172684907913
86,0.0699089914560318
87,0.03185195475816727
88,0.09017473459243774
89,0.10059037804603577
90,0.09756942093372345
91,0.22984033823013306
92,0.09007865935564041
93,0.21389642357826233
94,0.11091187596321106
95,0.25568699836730957
96,0.032825082540512085
97,0.32538002729415894
98,0.18554070591926575
99,0.06250239163637161
100,0.02553154155611992
101,0.11073096841573715
102,0.2445102334022522
103,0.05047524347901344
104,0.020658668130636215
105,0.08574967831373215
106,0.1125786155462265
107,0.07440358400344849
108,0.060456644743680954
109,0.29124748706817627
110,0.1935020089149475
111,0.08728046715259552
112,0.07656031847000122
113,0.24285879731178284
114,0.030167944729328156
115,0.14558181166648865
116,0.030773725360631943
117,0.16723811626434326
118,0.07441063225269318
119,0.30624496936798096
120,0.03974267840385437
121,0.03947122395038605
122,0.29179927706718445
123,0.2395869493484497
124,0.016331201419234276
125,0.12133100628852844
126,0.055693693459033966
127,0.07297912985086441
128,0.01604175940155983
129,0.06932171434164047
130,0.1636618673801422
131,0.014091439545154572
132,0.003593664150685072
133,0.19490502774715424
134,0.006834105122834444
135,0.07922215759754181
136,0.14283135533332825
137,0.3582882285118103
138,0.057993702590465546
139,0.008089955896139145
140,0.1837925910949707
141,0.11440546810626984
142,0.04893502965569496
143,0.08746061474084854
144,0.2263963222503662
145,0.06235722452402115
146,0.09148778766393661
147,0.0498226061463356
148,0.04512832313776016
149,0.14899767935276031
150,0.21737082302570343
151,0.038891617208719254
152,0.022135231643915176
153,0.10408633947372437
154,0.099991574883461
155,0.07522359490394592
156,0.08525373041629791
157,0.07666969299316406
158,0.020589035004377365
159,0.14431075751781464
160,0.30204862356185913
161,0.0774129182100296
162,0.15076807141304016
163,0.09663993120193481
164,0.14039327204227448
165,0.27066802978515625
166,0.04672393947839737
167,0.07360567152500153
168,0.25927039980888367
169,0.042867932468652725
170,0.10190381109714508
171,0.2177429348230362
172,0.025183582678437233
173,0.0527404248714447
174,0.09202468395233154
175,0.13196584582328796
176,0.06071476638317108
177,0.23990017175674438
178,0.2990873456001282
179,0.0885593444108963
180,0.08660950511693954
181,0.16738978028297424
182,0.3075449466705322
183,0.09460197389125824
184,0.060299307107925415
185,0.10319329798221588
186,0.20974889397621155
187,0.131723552942276
188,0.04814150184392929
189,0.16450782120227814
190,0.09434802085161209
191,0.005004545673727989
192,0.21462371945381165
193,0.27250492572784424
194,0.2119765281677246
195,0.15425284206867218
196,0.33179378509521484
197,0.06646519899368286
198,0.23155079782009125
199,0.12436007708311081
200,0.27587464451789856
201,0.003429765347391367
202,0.11160621047019958
203,0.009654750116169453
204,0.0054475124925374985
205,0.06340569257736206
206,0.0888754352927208
207,0.028859691694378853
208,0.20603516697883606
209,0.19367964565753937
210,0.12289515137672424
211,0.0311204232275486
212,0.057508766651153564
213,0.24097329378128052
214,0.04656131565570831
215,0.0780649408698082
216,0.14545945823192596
217,0.025763558223843575
218,0.010734961368143559
219,0.049510516226291656
220,0.060472551733255386
221,0.09989868104457855
222,0.008197329007089138
223,0.024418074637651443
224,0.07682792097330093
225,0.060276564210653305
226,0.0831131860613823
227,0.277185320854187
228,0.09726287424564362
229,0.14096666872501373
230,0.273357093334198
231,0.0630972608923912
232,0.025262795388698578
233,0.07425571978092194
234,0.03700215369462967
235,0.12165284156799316
236,0.1206703782081604
237,0.05292040854692459
238,0.24722051620483398
239,0.01706812158226967
240,0.03216122090816498
241,0.08540038764476776
242,0.19897334277629852
243,0.01059604249894619
244,0.04201890155673027
245,0.2375391274690628
246,0.04700569063425064
247,0.20158040523529053
248,0.17718183994293213
249,0.21612770855426788
250,0.06360237300395966
251,0.20060791075229645
252,0.09130574017763138
253,0.07145120948553085
254,0.060185596346855164
255,0.1720418632030487
256,0.08558952808380127
257,0.03419788181781769
258,0.1058521494269371
259,0.010495444759726524
260,0.13145485520362854
261,0.04131656512618065
262,0.2138792872428894
263,0.31299540400505066
264,0.05599358305335045
265,0.10572358965873718
266,0.015509936958551407
267,0.1489722579717636
268,0.08158920705318451
269,0.016856659203767776
270,0.20603027939796448
271,0.03415490314364433
272,0.24179649353027344
273,0.1351310908794403
274,0.24040931463241577
275,0.058030031621456146
276,0.12759308516979218
277,0.010506355203688145
278,0.3568879961967468
279,0.22235190868377686
280,0.06300561875104904
281,0.16310632228851318
282,0.09687098115682602
283,0.06832236051559448
284,0.03828209638595581
285,0.2055600881576538
286,0.006753451656550169
287,0.4583805203437805
288,0.014915671199560165
289,0.016800813376903534
290,0.0442860871553421
291,0.03759006783366203
292,0.05002937465906143
293,0.27192288637161255
294,0.13862790167331696
295,0.014899658039212227
296,0.1436191201210022
297,0.051557235419750214
298,0.0491296723484993
299,0.06142949312925339
300,0.16082763671875
301,0.04570241644978523
302,0.17362016439437866
303,0.09237225353717804
304,0.047580599784851074
305,0.1364978551864624
306,0.32941025495529175
307,0.18581783771514893
308,0.07740013301372528
309,0.18541142344474792
310,0.10429011285305023
311,0.07171985507011414
312,0.02675488032400608
313,0.07377958297729492
314,0.06172338128089905
315,0.06023608148097992
316,0.014154130592942238
317,0.11375977098941803
318,0.13792145252227783
319,0.16282004117965698
320,0.09329686313867569
321,0.3069344758987427
322,0.015538221225142479
323,0.24285829067230225
324,0.020424215123057365
325,0.034672923386096954
326,0.11781802773475647
327,0.06553898006677628
328,0.26484641432762146
329,0.1569054126739502
330,0.0068308282643556595
331,0.14819194376468658
332,0.03480249643325806
333,0.1181655079126358
334,0.0321483239531517
335,0.15642502903938293
336,0.02798345312476158
337,0.3001713752746582
338,0.11225835978984833
339,0.059319257736206055
340,0.009608907625079155
341,0.09470752626657486
342,0.023290986195206642
343,0.035317905247211456
344,0.007215073332190514
345,0.1374569684267044
346,0.02411726862192154
347,0.06949011981487274
348,0.04809209704399109
349,0.17591911554336548
350,0.11581084132194519
351,0.06245667487382889
352,0.03904692828655243
353,0.20156389474868774
354,0.033151205629110336
355,0.010484213009476662
356,0.04736079275608063
357,0.20168563723564148
358,0.10849970579147339
359,0.12499652802944183
360,0.07151474803686142
361,0.01760871708393097
362,0.018547028303146362
363,0.11629618704319
364,0.08408068120479584
365,0.02930304780602455
366,0.08755610883235931
367,0.04143621399998665
368,0.0035706297494471073
369,0.2814481556415558
370,0.027569714933633804
371,0.018636338412761688
372,0.13453048467636108
373,0.12380783259868622
374,0.20797935128211975
375,0.1748240888118744
376,0.07921868562698364
377,0.028377292677760124
378,0.1449083834886551
379,0.35448724031448364
380,0.1159457415342331
381,0.052706196904182434
382,0.1725587546825409
383,0.2324676215648651
384,0.026997290551662445
385,0.044864773750305176
386,0.1923283338546753
387,0.00888896081596613
388,0.06699658185243607
389,0.03796642646193504
390,0.41305971145629883
391,0.3873576521873474
392,0.008814815431833267
393,0.16792133450508118
394,0.1824130415916443
395,0.023739784955978394
396,0.09317149966955185
397,0.2471257597208023
398,0.08808547258377075
399,0.03887608274817467
400,0.08518773317337036
401,0.02347835898399353
402,0.024513598531484604
403,0.2841373085975647
404,0.0671696811914444
405,0.10536552220582962
406,0.02175522781908512
407,0.07956895977258682
408,0.17773184180259705
409,0.2618318796157837
410,0.12861472368240356
411,0.04204462468624115
412,0.0408238023519516
413,0.06099352985620499
414,0.10817638039588928
415,0.08921763300895691
416,0.011209776625037193
417,0.045223988592624664
418,0.15328218042850494
419,0.028361929580569267
420,0.32874035835266113
421,0.09843304753303528
422,0.05132982134819031
423,0.062403060495853424
424,0.14975003898143768
425,0.21894949674606323
426,0.31330257654190063
427,0.2253107875585556
428,0.03366871550679207
429,0.2346135973930359
430,0.038506653159856796
431,0.18571247160434723
432,0.08559958636760712
433,0.01742030307650566
434,0.006688870023936033
435,0.14052198827266693
436,0.10065651684999466
437,0.04993247985839844
438,0.11768678575754166
439,0.06911204010248184
440,0.026017926633358
441,0.2528272569179535
442,0.13747338950634003
443,0.13743390142917633
444,0.05437557399272919
445,0.1986912190914154
446,0.140511617064476
447,0.03424270451068878
448,0.20742672681808472
449,0.11401798576116562
450,0.5377006530761719
451,0.08731815963983536
452,0.1800803691148758
453,0.032689474523067474
454,0.13810500502586365
455,0.1504901647567749
456,0.09636173397302628
457,0.020460590720176697
458,0.05389358103275299
459,0.10945354402065277
460,0.017664112150669098
461,0.38921934366226196
462,0.19396506249904633
463,0.07300856709480286
464,0.10474522411823273
465,0.023070078343153
466,0.04378116875886917
467,0.009122028946876526
468,0.1580028533935547
469,0.1462913453578949
470,0.010654047131538391
471,0.16223396360874176
472,0.2060529589653015
473,0.338875949382782
474,0.015574472025036812
475,0.3905690908432007
476,0.07567789405584335
477,0.12517760694026947
478,0.12619547545909882
479,0.019875463098287582
480,0.3807917535305023
481,0.10402390360832214
482,0.043040767312049866
483,0.23968234658241272
484,0.33989495038986206
485,0.0504092238843441
486,0.11051635444164276
487,0.08282499760389328
488,0.026064366102218628
489,0.3357064723968506
490,0.015558305196464062
491,0.13284721970558167
492,0.03250540792942047
493,0.1416674256324768
494,0.6212856769561768
495,0.1775248646736145
496,0.10754150152206421
497,0.008493469096720219
498,0.062258243560791016
499,0.09693610668182373
500,0.4177095293998718
501,0.19324272871017456
502,0.14873413741588593
503,0.3934690058231354
504,0.16595876216888428
505,0.04073942452669144
506,0.007210020907223225
507,0.04589034244418144
508,0.09912452846765518
509,0.0346585214138031
510,0.04358254373073578
511,0.0054717338643968105
512,0.11888906359672546
513,0.43428221344947815
514,0.056818343698978424
515,0.09616254270076752
516,0.2823540270328522
517,0.39093130826950073
518,0.0307387113571167
519,0.16344046592712402
520,0.039560746401548386
521,0.03427303209900856
522,0.046941787004470825
523,0.005005596671253443
524,0.5091152191162109
525,0.08326053619384766
526,0.10398312658071518
527,0.06335549801588058
528,0.1435708999633789
529,0.2475413978099823
530,0.07454273104667664
531,0.3106110692024231
532,0.15560533106327057
533,0.05284792184829712
534,0.17158126831054688
535,0.2061118483543396
536,0.13415303826332092
537,0.12553955614566803
538,0.01911637932062149
539,0.32607489824295044
540,0.04947301000356674
541,0.051806434988975525
542,0.07119391858577728
543,0.2948785424232483
544,0.036355018615722656
545,0.2225492298603058
546,0.1868499219417572
547,0.08479052037000656
548,0.21308431029319763
549,0.04536747559905052
550,0.13649426400661469
551,0.11432252079248428
552,0.007801980245858431
553,0.2529101073741913
554,0.15246659517288208
555,0.13059739768505096
556,0.0704207792878151
557,0.2500057518482208
558,0.1119050532579422
559,0.0723249688744545
560,0.07868475466966629
561,0.03806562349200249
562,0.020723257213830948
563,0.014474852941930294
564,0.07811779528856277
565,0.1762746125459671
566,0.20502464473247528
567,0.08294887095689774
568,0.27779215574264526
569,0.04078656807541847
570,0.14404773712158203
571,0.12803222239017487
572,0.03996662795543671
573,0.3570302128791809
574,0.005379870068281889
575,0.08743835985660553
576,0.21647973358631134
577,0.14108924567699432
578,0.03814484179019928
579,0.010502276942133904
580,0.015963006764650345
581,0.18244758248329163
582,0.06624319404363632
583,0.07133126258850098
584,0.12074832618236542
585,0.15391933917999268
586,0.06017749756574631
587,0.1504320651292801
588,0.008953029289841652
589,0.10949303209781647
590,0.023658262565732002
591,0.025557290762662888
592,0.0926932692527771
593,0.11872407048940659
594,0.3746992349624634
595,0.09274451434612274
596,0.1484909951686859
597,0.1599469780921936
598,0.1253150850534439
599,0.19828477501869202
600,0.034268736839294434
601,0.3510451316833496
602,0.11007145047187805
603,0.12212006002664566
604,0.024094298481941223
605,0.027332432568073273
606,0.03733425214886665
607,0.012194549664855003
608,0.11561086028814316
609,0.03532997891306877
610,0.017716847360134125
611,0.24807217717170715
612,0.05386660248041153
613,0.015905320644378662
614,0.0797545462846756
615,0.10529572516679764
616,0.08561061322689056
617,0.028638875111937523
618,0.07364960014820099
619,0.03386924788355827
620,0.009452960453927517
621,0.2538297474384308
622,0.030992526561021805
623,0.12116383016109467
624,0.09425723552703857
625,0.062249138951301575
626,0.14507851004600525
627,0.05792742967605591
628,0.2040172666311264
629,0.14637811481952667
630,0.16655142605304718
631,0.2150525152683258
632,0.06798940896987915
633,0.18258187174797058
634,0.09005947411060333
635,0.23158209025859833
636,0.013860228471457958
637,0.006525743752717972
638,0.04207594692707062
639,0.04697272554039955
640,0.053760625422000885
641,0.05287665128707886
642,0.11731520295143127
643,0.0691545307636261
644,0.08604204654693604
645,0.016074493527412415
646,0.008311798796057701
647,0.16370166838169098
648,0.06151449680328369
649,0.10100540518760681
650,0.08144732564687729
651,0.0964641347527504
652,0.17104889452457428
653,0.04567597061395645
654,0.13558751344680786
655,0.02701488509774208
656,0.07075262069702148
657,0.0880553275346756
